 ,hi,en
ws2006,og vius dejs esa Hkkx xbZ,She ran into her room
ws2007,dSfDV dh tM+sa xgjh vkSj QSyh gqbZ gksrh gSa,Cacti have deep and spreading roots
ws2008,eSa [kfygku esa viuh jLlh Hkwy x;k vkSj dy okil vkuk iM+kA,I forgot my rope in the barn and had to come back yesterday.
ws2009,eq>s xqykc ilan gS,I like rose
ws2010,eq>s ;g ilan ugha gS tc vki ml rjg ls dBksj gksrs gSaA,I don't like it when you're rough like that.
ws2011,vkneh us eq>s eksVs rkSj ij mBk;k,The man picked me up roughly
ws2012,"og ,d NksVh] xksy est ij cSBh Fkh","She was seated at a small, round table"
ws2013,"lcls lh/kk ekxZ y‚l ,aftYl ds ek/;e ls gS",The most direct route is via Los Angeles
ws2014,eSa dke vkSj uhan dh fnup;kZ esa cl x;k,I settled down into a routine of work and sleep
ws2015,"mldk ?kj blh rjg dh ,d iafä esa [kM+k Fkk",Her home stood in a row of similar ones
ws2016,"mlus ,d rkSfy;k fudkyk vkSj vius flj dks ,d rst jxM+ fn;k",She pulled out a towel and gave her head a quick rub
ws2017,[ksy ds fu;eksa dks le>k x;k,The rules of the game were understood
ws2018,"eSa vkerkSj ij lqcg nkSM+ ds fy, tkrk gwa",I usually go for a run in the morning
ws2019,og xzkeh.k bykds esa jgrh gS,She lives in the rural area
ws2020,"njokts ds fy, ,d HkhM+ Fkh",There was a rush for the door
ws2021,ifo= vfXu ds le{k fganw fookg dh ekU;rk gSA,Hindu marriage is solemnized before the sacred fire.
ws2022,eSa mnkl vkSj o'khHkwr Fkk,I was sad and subdued
ws2023,os lqjf{kr vkSj LoLFk gksdj ykSVs Fks,They had returned safe and sound
ws2024,"mUgsa viuh lqj{kk ds fy, NksM+ nsuk pkfg,",They should leave for their own safety
ws2025,"naifr vius LokLF; dh [kkfrj rV ij pys x,",The couple moved to the coast for the sake of her health
ws2026,mUgsa 29]000 #i;s dk osru feyk,He received a salary of Rs 29000
ws2027,geus bls fcØh ls gVk fy;k,We withdrew it from sale
ws2028,"mcyrs uedhu ikuh esa xktj idk,a",Cook the carrots in boiling salted water
ws2029,"og ckj&ckj ,d gh ckr dg jgh Fkh",She was saying the same thing over and over
ws2030,"tkap esa fy[kkoV ds uewuksa dk fo'ys""k.k 'kkfey Fkk",Investigations involved analyzing samples of handwriting
ws2031,"van:uh lw= ds nq#i;ksx dks jksdus ds mís'; ls çfrca/kksa dh ,d J`a[kyk",A range of sanctions aimed at deterring insider abuse
ws2032,lQsn jsr yxHkx cQZ ds :i esa va/kk dj jgh FkhA,The white sand was almost as blinding as snow.
ws2033,yanu vkSj U;w;‚dZ esa mixzg dk;kZy;,Satellite offices in London and New York
ws2034,"og larks""k ls eqLdqjk;k",He smiled with satisfaction
ws2035,"eSa viuh ukSdjh ls dHkh larq""V ugha gqvk",I have never been satisfied with my job
ws2036,"[kqn dks cpkus ds fy, fdlh dks tkuus dh t:jr ugha gS",No one needed to know save herself
ws2037,blls fodkl ykxr esa dkQh cpr gqbZ,This resulted in a considerable saving in development costs
ws2038,;g ugha dgrk fd og dgk¡ iSnk gqvk Fkk,It doesn't say where he was born
ws2039,"fj'or dkaM esa mldk ,d çeq[k leFkZd 'kkfey Fkk",A bribery scandal involving one of his key supporters
ws2040,og vius firk ls Mjrh gS,She'S scared stiff of her dad
ws2041,"pkj NksVh dgkfu;ksa ds fy, ifj–';ksa dh dYiuk djsa",Imagine the scenarios for four short stories
ws2042,vkikrdkyhu Vhe ?kVukLFky ij igys ls ekStwn Fkh,The emergency team were among the first on the scene
ws2043,"geus ,d bathfu;fjax dk;ZØe rS;kj fd;k gS",We have drawn up an engineering schedule
ws2044,",d prqj foi.ku ;kstuk",A clever marketing scheme
ws2045,mls d‚yst esa Nk=o`fÙk feyh,She got scholarship in the college
ws2046,jkbMj ds cPps Ldwy ugha tkrs Fks,Ryder'S children did not go to school at all
ws2047,foKku vkSj çkS|ksfxdh dh nqfu;k,The world of science and technology
ws2048,Hkwdaiksa dk oSKkfud v/;;u,The scientific study of earthquakes
ws2049,"og ,d oSKkfud gSa",He is a scientist
ws2050,geus viuh tkap dk nk;jk c<+k;k,We widened the scope of our investigation
ws2051,"os enn ds fy, ph[krs gq, tkxs",They were awakened by screams for help
ws2052,leqæ esa jsfM;ks/kehZ dpjs dks Mai djus ij çfrca/k,A ban on dumping radioactive wastes in the sea
ws2053,iqfyl us ifjlj dh xgu ryk'kh yh,The police carried out a thorough search of the premises
ws2054,eq>s lfnZ;ksa dk ekSle ilan gS,I like the winter season
ws2055,mUgksaus nwljh ckj 'kknh dh,He married for a second time
ws2056,"vkidks dSls yxk fd esjs ikl ,d xqIr ;kstuk gS\",How did you guess I had a secret plan?
ws2057,og efgyk Je yhx dh lfpo Fkha,She was secretary of the Women's Labour League
ws2058,og 'kgj ds xjhch ls xzLr Hkkx dks ugha ns[k ldrh FkhA,She couldn't see the poverty-stricken section of the city.
ws2059, 'kgj dk O;olk; {ks=,The business sector of the city
ws2060,";g lqfuf'pr djus ds fy, tkapsa fd lHkh uV vkSj cksYV lqjf{kr gSa",Check to ensure that all nuts and bolts are secure
ws2061,"flLVe dks tgjhyh QSy ds f[kykQ vf/kdre lqj{kk çnku djus ds fy, fMtkbu fd;k x;k gS",The system is designed to provide maximum security against toxic spills
ws2062,nwjh esa] og uhys leqæ dks ns[k ldrh Fkh,"In the distance, she could see the blue sea"
ws2063,"rVjs[kk dks ,d fo'ks""k ?kkl ds lkFk mxk;k tkrk gS",The shoreline is seeded with a special grass
ws2064,"os ;gk¡ vkus okyh lnZ gokvksa ls cpus ds fy, 'kj.k ysrs gSa",They came here to seek shelter from biting winter winds
ws2065,D;k og ijs'kku yx jgk Fkk\,Did he seem upset?
ws2066,csjkstxkjksa dks nks lewgksa esa foHkkftr fd;k x;k gS,The unemployed are segmented into two groups
ws2067,mlus dwn dj viuh ckag idM+ yh,She jumped up and seized his arm
ws2068,Nk=ksa dks viuk dk;ZØe pquuk gksxk,Students must select their own program
ws2069,",sls iq#""kksa us mEehnokjksa ds p;u dk QSlyk fd;k",Such men decided the selection of candidates
ws2070,;g eSa Lo;a dj ldrk gwa,I can do it myself
ws2071,mUgksaus dkj csp nh Fkh,They had sold the car
ws2072,"geus ,d Lej.k i= Hkstk ysfdu dksbZ tokc ugha feyk",We sent a reminder letter but received no reply
ws2073,"og foÙk ea=ky; ds ,d ofj""B vf/kdkjh gSa",He is a senior Finance Ministry official
ws2074,"vkids ikl dqN lkekU; Kku gksuk pkfg,",You must have some common sense
ws2075,çksVhu dk irk yxkus dh ubZ fof/k igys dh rqyuk esa vf/kd laosnu'khy Fkh,The new method of protein detection was more sensitive than earlier ones
ws2076,çfrfnu 20 vaxzsth okD;ksa dk vH;kl djsa,Practice 20 English sentences daily
ws2077,;g nks vyx&vyx eqíksa dks mBkrk gS,This raises two separate issues
ws2078,"dk;ZØe dh lkexzh dks ,d rkfdZd vuqØe dk ikyu djuk pkfg,",The content of the program should follow a logical sequence
ws2079,"foLQksV nq?kZVukvksa dh ,d J`a[kyk esa uohure Fkk",The explosion was the latest in a series of accidents
ws2080,mldk psgjk xaHkhj gks x;k,Her face grew serious
ws2081,M‚DVj us mldh rjQ xaHkhjrk ls ns[kk,The doctor looked seriously at him
ws2082,eSYde us cgqr bZekunkjh ls ppZ dh lsok dh gS,Malcolm has served the church very faithfully
ws2083,yk[kksa LoSfPNd lsok esa 'kkfey gSa,Millions are involved in voluntary service
ws2084,"fookn dks fuiVkus ds fy, gj laHko ç;kl fd;k x;k",Every effort was made to settle the dispute
ws2085,";wfu;usa ,d Hkqxrku fuiVku rd igqapus esa lQy jgha",Unions succeeded in reaching a pay settlement
ws2086,tc eSa lkr lky dh Fkh rc esjh ek¡ dh e`R;q gks xbZ,My mother died when I was seven
ws2087,ljdkj ds nks Lrj mudh dbZ ftEesnkfj;ksa dks lqy>krs gSa,The two levels of government sort out their several responsibilities
ws2088,rduhf'k;uksa dh Hkkjh deh,A severe shortage of technicians
ws2089,Nk;k esa cSBs,Sitting in the shade
ws2090,isM+ksa us yach Nk;k Mkyh,Trees cast long shadows
ws2091,dSejs ds fgyus ls Nfo /kqa/kyh gks tkrh gS,Shaking of the camera causes the image to become blurred
ws2092,mls viuh ukd dk vkdkj ilan vk;k,She liked the shape of her nose
ws2093,mlus mlds lkFk Hkkstu lk>k fd;k,He shared the food with her
ws2094,dsd dks cgqr rst pkdw ls dkVsa,Cut the cake with a very sharp knife
ws2095,esjh cgu us eq>s crk;k fd og [kq'k ugha Fkh,My sister told me that she was not happy
ws2096,cQZ dh pknj,A sheet of ice
ws2097,"gesa ,d jkr ds fy, vkJ; dh t:jr gS",We need shelter for one night
ws2098,"iou dh ,d ikjh us gesa vk'p;Zpfdr dj fn;k",A shift of wind took us by surprise
ws2099,"vius twrs dks pedkus ds fy, twrk i‚fy'k dk mi;ksx djsa",Use shoe polish to shine your shoe
ws2100,?kk;y lSfudksa dks ?kj Hkst fn;k x;k,The wounded soldiers were shipped home
ws2101,"esjs vkus ij bl rjg ds 'k=qrkiw.kZ joS;s dk lkeuk djuk ,d >Vdk Fkk",It was a shock to face such hostile attitudes when I arrived
ws2102,"mlus u, twrs [kjhns",He bought new shoes
ws2103,"mUgsa ,d l'kL= MdSrh ds nkSjku iSj esa xksyh yxh Fkh",He was shot in the leg during an armed robbery
ws2104,",d v‚Vks ejEer dh nqdku",An auto repair shop
ws2105,[kjhnkjh dk çpkj vxLr ds var rd pyrk gSA,The shopping promotion runs until the end of August.
ws2106,"eSaus fVyj fy;k vkSj fdukjs ds fy, cuk;k",I took the tiller and made for the shore
ws2107,";g FkksM+s le; ds fy, gh ykxw gksxk",It will apply for a short time only
ws2108,"u;k MsVkcsl tYn gh ijke'kZ ds fy, miyC/k gksxk",The new database will shortly be available for consultation
ws2109,"gesa vius tquwu dk ikyu djus dh fgEer gksuh pkfg,",We should have the courage to follow our passion
ws2110,"eSa vius da/ks ij ,d cSx ys tk jgk Fkk",I was carrying a bag over my shoulder
ws2111,"fpYykgV ls mlds 'kCn ckf/kr gks x,",His words were interrupted by warning shouts
ws2112,mlds psgjs ij >qfjZ;ka fn[kkbZ nsus yxh Fkha,Wrinkles were starting to show on her face
ws2113,og 'k‚oj esa [kM+k Fkk] eglwl dj jgk Fkk fd xeZ ikuh mlds 'kjhj dks /kks nsA,"He stood in the shower , feeling the hot water wash down his body."
ws2114,—i;k foaMks can djsa,"Shut the window, please"
ws2115,os cgqr chekj gSa,They are very sick
ws2116,"unh ds nwljh vksj ,d 'kgj",A town on the other side of the river
ws2117,"mlus fujk'kk dh ,d yach vkg fudkyh",She let out a long sigh of despair
ws2118,";wlqQ us ,d cPps ds :i esa viuh –f""V [kks nh",Joseph lost his sight as a baby
ws2119,Qwyksa dks vDlj Lusg ds ladsr ds :i esa fn;k tkrk gS,Flowers are often given as a sign of affection
ws2120,"canwd dh Qk;fjax ls chdu dh ,d J`a[kyk dks tyk, tkus dk ladsr Fkk",The firing of the gun was the signal for a chain of beacons to be lit
ws2121,f'k[kk dk D;k egRo gS\,What'S the significance of the crest?
ws2122,fcØh esa mYys[kuh; o`f),A significant increase in sales
ws2123,"bl o""kZ ÅtkZ fcy esa dkQh o`f) gqbZ gS",Energy bills have increased significantly this year
ws2124,os cgqr nsj rd ekSu esa cSBs jgs,They sat in silence for a long time
ws2125,"eSa yacs le; rd i= dks fQj ls ns[kus ds fy, pqi jgkA",I stayed silent for a long time looking over the letter again.
ws2126,",d pkanh dk gkj",A silver necklace
ws2127,leku leL;kvksa okys yksx,People with similar problems
ws2128,"blh rjg] gekjh —f""k çfØ;k,a bruh vPNh ugha gSaA","Similarly, our agricultural processes aren't so good."
ws2129,";g ,d ljy mik; gS",This is a simple solution
ws2130,cl vkosnu i= dks iwjk djsa,Simply complete the application form
ws2131,";g mldh –f""V esa ,d iki gS",It is a sin in the eyes of him
ws2132,og lksyg lky dh mez ls volkn ls ihfM+r gS,She has suffered from depression since she was sixteen
ws2133,ge lHkh xhrksa ds lkFk xkrs gSa,We sing along to all the songs
ws2134,"og ,d xkf;dk gS",She is a singer
ws2135,"eSaus gj ,d rLohj [khaph tks eSaus fiNys g¶rs [kkbZ FkhA",I photographed every single thing I ate last week.
ws2136,D;k vkids ikl dksbZ fopkj gS fd vki fdruh rsth ls tk jgs Fks] lj\,"Do you have any idea how fast you were going, sir ?"
ws2137,"esjs pkj Hkkb;ksa vkSj cguksa ds fy, ,d dejk Fkk",There was one room for my four brothers and sisters
ws2138,—i;k cSB tkb;s,Sit down please
ws2139,dLcs dh fLFkfr lq[kn gS,The situation of the town is pleasant
ws2140,"esjs ikl vkids fy, Ng loky gSa",I have six questions for you
ws2141,Ldwyksa dk vkdkj fHkUu gksrk gS,The schools varied in size
ws2142,eqf'dy dke] egku dkS'ky ys jgk gS,"Difficult work, taking great skill"
ws2143,"viuh Ropk dks eqyk;e j[kus ds fy, eSa c‚Mh yks'ku dk bLrseky djrh gwa",I use body lotion to keep my skin soft
ws2144,vkleku esa pedrs lSdM+ksa flrkjs,Hundreds of stars shining in the sky
ws2145,og xqyke gS,He is a slave
ws2146,og lks jgh gS,She is sleeping
ws2147,"jksVh dk ,d VqdM+k",A slice of bread
ws2148,dher esa ekewyh o`f),A slight increase in the price
ws2149,mlus viuh vkokt FkksM+h de dh,He lowered his voice slightly
ws2150,eSa cQZ ij fQly x;k,I slipped on the ice
ws2151,Vªsu /kheh vkSj /kheh gks xbZ,The train went slower and slower
ws2152,os /khjs&/khjs vkxs c<+s,They moved forward slowly
ws2153,dejk NksVk vkSj 'kkar Fkk,The room was small and quiet
ws2154,"vki lqanj] cqf)eku] prqj] laosnu'khy vkSj ,d vlyh nksLr Fks!","You were beautiful, intelligent, smart, sensitive, and a real friend!"
ws2155,d‚Qh dh xa/k,A smell of coffee
ws2156,mUgksaus viuh lcls vf/kd fot;h eqLdku fc[ksjh,He flashed his most winning smile
ws2157,ge ?kj ls dkyk /kqvka ns[k ldrs FksA,We could see black smoke from the house.
ws2158,ge xgjh cQZ ls xqtj jgs Fks,We were trudging through deep snow
ws2159,"lwph esa vxyk rFkkdfFkr Q‚LQksjl ,flM tSls ""uje"" jlk;u gSa",Next on the list are so-called â€œsoftâ€ chemicals like phosphorous acid
ws2160,"og Ld‚VySaM ds fy, QqVc‚y [ksyrk gS",He plays soccer for Scotland
ws2161," 'kjkccanh ,d cM+h lkekftd leL;k ds :i esa igpkuh tkrh gS",Alcoholism is recognized as a major social problem
ws2162,"MªXl] vijk/k vkSj lekt ds fy, vU; [krjs","Drugs, crime, and other dangers to society"
ws2163,;g cgqr uje gS,It is very soft
ws2164,"og csdkj feêh ds fy, iSlk D;ksa yxk jgk gS\",Why is he charging money for waste soil?
ws2165,lkSj fofdj.k,Solar radiation
ws2166,"og ,d lsokfuo`Ùk lSfud gS",He is a retired soldier
ws2167,"Bksl pêku ls cuh ,d ewfrZ",A sculpture made out of the solid rock
ws2168,foÙkh; vkSj oSokfgd leL;kvksa dk dksbZ vklku lek/kku ugha gSa,There are no easy solutions to financial and marital problems
ws2169,uhfr 'kgj ds vkokl ladV dks gy dj ldrh gS,The policy could solve the town's housing crisis
ws2170,tc vki cM+h daifu;ksa ls feyrs gSa] rks fu;e dqN cny tkrs gSa,"When you get to the majors, the rules change some"
ws2171,"gesa fdlh ,sls O;fä dh t:jr gS tks jkrksa vkSj lIrkgkar dk dke dj ldsA",We need somebody who can work nights and weekends.
ws2172,fdlh rjg eSa dke iwjk djus esa dke;kc jgk,Somehow I managed to get the job done
ws2173,njokts ij dksbZ gS,There'S someone at the door
ws2174,"ge dqN [kkus ds fy, #d x,",We stopped for something to eat
ws2175,dHkh&dHkh eSa phtksa dks vius ne ij djuk pkgrk gwa,Sometimes I want to do things on my own
ws2176,rc ls ekeyksa esa dqN lq/kkj gqvk gS,Matters have improved somewhat since then
ws2177,eSaus vkidks igys dgha ns[kk gS,I'Ve seen you somewhere before
ws2178,vki futh Hkwfe ij gSa] csVkA,"â€œYou'Re on private land, son.â€"
ws2179,vkidk ilanhnk xkuk dkSulk gS,Which is your favorite song
ws2180,"lHkh dks tYn gh lPpkbZ dk irk py tk,xk",Everyone will soon know the truth
ws2181,"vR;f/kd ifj""—r daI;wVj flLVe",Highly sophisticated computer systems
ws2182,vkids ifjokj ds lkFk tks gqvk] mlds ckjs esa lqudj eq>s nq[k gqvk,I was sorry to hear about what happened to your family
ws2183,;g esjh rjg dh ckr ugha gS,That'S not my sort of thing
ws2184,eSa vkRek ds ckjs esa tkuuk pkgrk gwa,I want to know about soul
ws2185,çdk'k /ofu ls rst pyrk gS,Light travels faster than sound
ws2186,"VekVj lwi dk ,d dVksjk",A bowl of tomato soup
ws2187,"eSdsjy eNyh ds rsy dk ,d vPNk lzksr gS",Mackerel is a good source of fish oil
ws2188,vc nf{k.k esa tkvks,Now go in the south
ws2189,nf{k.kh xksyk/kZ,The southern hemisphere
ws2190,",d est us cgqr lh txg ys yh",A table took up much of the space
ws2191,vius vkanksyu esa] og cksyus esa vleFkZ Fkk,"In his agitation, he was unable to speak"
ws2192,;g oäk dks lquus okys ls nwj djus dk çHkko gSA,This has the effect of distancing the speaker from the hearer.
ws2193,"mUgksaus ges'kk fØlel ij ,d fo'ks""k ç;kl fd;k",They always made a special effort at Christmas
ws2194,"og nf{k.kh vjc ds bLykeh&iwoZ bfrgkl ds fo'ks""kK cu x,A",He became a specialist in the pre-Islamic history of southern Arabia.
ws2195,"og nf{k.kh vjc ds bLykeh&iwoZ bfrgkl ds fo'ks""kK cu x,A",He became a specialist in the pre-Islamic history of southern Arabia.
ws2196,"os vius in dks u NksM+us ds fof'k""V funsZ'kksa ds rgr FksA",They were under specificinstructions not to leave their post.
ws2197,"eq>s vkidk Hkk""k.k ilan gS",I like your speech
ws2198,geus juos dks pkyw fd;k vkSj xfr dks bdëk djuk 'kq: fd;k,We turned onto the runway and began to gather speed
ws2199,"QeZ us gkMZos;j vkSj l‚¶Vos;j ij 100]000 #i;s [kpZ fd, gSa",The firm has spent Rs 100000 on hardware and software
ws2200,"ge 'kjhj vkSj vkRek ds chp ,d lkeatL; pkgrs gSa",We seek a harmony between body and spirit
ws2201,"eSa muds vk/;kfRed ;q) ds fy, ftEesnkj gw¡",I'M responsible for his spiritual warfare
ws2202,pyks ykxr dks chp esa gh foHkkftr dj nsaA,Let'S split the cost right down the middle.
ws2203,Vhe ds [ksy tSls cslc‚y vkSj QqVc‚y,Team sports such as baseball and soccer
ws2204,";g ,d vkn'kZ fidfud LFky gS",It is an ideal picnic spot
ws2205,"eSaus jsr ij ,d rkSfy;k QSyk fn;k vkSj cSB x;k",I spread a towel on the sand and sat down
ws2206,eSa vkSj esjs ifr vxys olar esa ;wjksi dh ;k=k djuk pkgrs gSaA,My husband and I want to travel to Europe next spring.
ws2207,"4 lseh ds lkFk ,d oxZ [khapsa",Draw a square with 4 cm side
ws2208,"{ks= dh jktuhfrd fLFkjrk ds fy, vk'kadk,a gSa",There are fears for the political stability of the area
ws2209,mudk fLFkj laca/k gSA,They have a stable relationship.
ws2210,"deZpkjh ,d cSBd esa gSA",The staff is at a meeting.
ws2211,"Li""V fooj.k nsus ds fy, bl Lrj ij dksbZ vko';drk ugha gS",There is no need at this stage to give explicit details
ws2212,og lhf<+;ksa ls Åij vk;k,He came up the stairs
ws2213,vc mlds ikl dkjksckj esa 22-2 çfr'kr fgLlsnkjh gSA,He now has a 22.2 per cent stake in the business.
ws2214,og f[kM+dh ds ikl [kM+h FkhA,She was standing near the window.
ws2215,vk;dj dh ekud nj,The standard rate of income tax
ws2216,"eq>s ,d fxjrs gq, flrkjs dks ns[kdj vk'p;Z gqvkA",I was surprised to see a falling star.
ws2217,og foLe; esa mls ?kwjrk jgk,He stared at her in amazement
ws2218,og vxys lky dh 'kq#vkr esa eq[; dk;Zdkjh ds :i esa inHkkj laHkkysaxs,He takes over as chief executive at the start of next year
ws2219,og ?kcjkgV dh fLFkfr esa mBk vkSj ckn esa lks ugha ik;kA,He woke in a state of panic and was unable to sleep afterwards.
ws2220,D;k vki bl dFku ls lger gSa\,Do you agree with this statement?
ws2221,vkadM+s crkrs gSa fd vijk/k nj esa o`f) gqbZ gS,The statistics show that the crime rate has increased
ws2222,efgykvksa dh fLFkfr esa lq/kkj,An improvement in the status of women
ws2223,",d yDtjh gksVy esa jkr Hkj #duk",An overnight stay at a luxury hotel
ws2224,dSejk gYdk gS] bls fLFkj j[kuk dfBu gS,"The lighter the camera, the harder it is to hold steady"
ws2225,pksjksa us mldh lkbfdy pksjh dj yh,Thieves stole her bicycle
ws2226,"j‚u us ,d dne ihNs fy;k",Ron took a step back
ws2227,"gsl us ,d fxjh gqbZ NM+h mBkbZ vkSj mls viuh maxfy;ksa ds chp esa ?kqek;k",Hayes picked up a fallen stick and twirled it idly between his fingers
ws2228,og vHkh Hkh viuh ek¡ ds lkFk jgrk gS,He still lives with his mother
ws2229,esjs isV esa nnZ gS,I have stomach pain
ws2230,edku iRFkj ls cus gSa,The houses are built of stone
ws2231,"lHkh O;olk; can gks x,",All business came to a stop
ws2232,"gekjs ikl bu oLrqvksa ds fy, lqjf{kr HkaMkj.k miyC/k gSA",We have secure storage available for these items.
ws2233,",d LokLF; [kk| HkaMkj",A health-food store
ws2234,"bl rjg ds rwQku ckfj'k] vksyko`f""V vkSj xjt ds lkFk ckfj'k dj ldrs gSaA","These kinds of storms can produce rain, hail snow and thunder."
ws2235,vk/kqfud [ksrh dh dgkuh,The story of modern farming
ws2236,og lh/ks mls ns[k jgk Fkk,He was gazing straight at her
ws2237,cPpksa ds dqN vthc fopkj gSa,Children have some strange ideas
ws2238,vtufc;ksa ls ckr u djsa,Don'T talk to strangers
ws2239,lqlaxr vkfFkZd j.kuhfr fodflr djus dk le;,Time to develop a coherent economic strategy
ws2240,og vk¡lw cgkrh gqbZ uhps cSB xbZ,She sat with tears streaming down her face
ws2241,xzhufop foyst dh ladjh] ?kqekonkj xfy;ka,"The narrow, winding streets of Greenwich Village"
ws2242,D;k vkids ikl bl dk;Z dks iwjk djus dh rkdr gS,Do you have the strength to complete this task
ws2243,"og nkarksa dks etcwr cukus ds fy, ¶yksjkbM ds mi;ksx dh lykg nsrk gS",He advises an application of fluoride to strengthen the teeth
ws2244,"ruko dk forj.k ckj Hkj esa ,d leku gS",The distribution of stress is uniform across the bar
ws2245,"M‚dVjksa us v‚y&vkmV gM+rky ds fy, ernku fd;k",Dockers voted for an all-out strike
ws2246,"mlus vius xys ds pkjksa vksj ,d rkj iguk Fkk",She wore a string of agates around her throat
ws2247,"mlus ,d gh >Vds esa isM+ dkV fn;k",He cut the tree in one stroke
ws2248,mlus isM+ dks viuh etcwr Hkqtkvksa ls dkV fn;k,She cut the tree with her strong arms
ws2249,vki fdruh –<+rk ls eglwl djrs gSa\,How strongly do you feel?
ws2250,vius fuca/k dh lajpuk ds ckjs esa /;ku ls lkspsa,Think carefully about the structure of your essay
ws2251,"blls igys fd og la?k""kZ dj ikrk] mlus mls mBk fy;k","Before she could struggle, he lifted her up"
ws2252,";g iqLrd lHkh Nk=ksa ds fy, vko';d gS",This book is necessary for all student
ws2253,vaxzsth dk v/;;u,The study of English
ws2254,",d fidvi Vªd us lkeku mBk;k",A pickup truck picked the stuff up
ws2255,esa eq[kZ Fkk,I was stupid
ws2256,çca/ku dh fofHkUu 'kSfy;ksa,Different styles of management
ws2257,"iSuy dh fjiksVZ ,d lalnh; lfefr dks lkSaih xbZ Fkh",The panel's report was submitted to a parliamentary committee
ws2258,inkFkZ dks futZfyr fd;k tkrk gS vkSj ikmMj ds :i esa laxzghr fd;k tkrk gS,The substance is dehydrated and stored as a powder
ws2259,i;kZIr ek=k esa udnh,A substantial amount of cash
ws2260,",d fe'ku tks laHkor% lQy ugha gks ldk",A mission which could not possibly succeed
ws2261,"fo'okl cgky djus esa jk""Vªifr dks dqN lQyrk feyh",The president had some success in restoring confidence
ws2262," 'kgj ij ,d lQy geyk",A successful attack on the town
ws2263,mUgksaus bls lQyrkiwoZd iwjk fd;k,They successfully completed it
ws2264,"eSa ,sls dbZ ikBîØeksa esa 'kkfey jgk gwa",I have been involved in many such courses
ws2265,vpkud mTToy ¶yS'k,A sudden bright flash
ws2266,jktnwr dh vpkud e`R;q gks xbZ,The ambassador died suddenly
ws2267,mls cPps ds firk ij eqdnek djuk gS,She is to sue the baby's father
ws2268,og nnZ ls cqjh rjg ihfM+r Fkk,He had suffered intensely from pain
ws2269,",d NksVh lh vk; tks mldh t:jrksa ds fy, i;kZIr Fkh",A small income that was sufficient for her needs
ws2270,mUgksaus cktkj ls phuh [kjhnh,He purchased sugar from the market
ws2271,"esjk lq>ko gS fd ge ,d ;k nks fnu çrh{kk djsa",I suggest that we wait a day or two
ws2272,lq>ko dh 'kfä,The power of suggestion
ws2273,mUgksaus pkyhl lky dh mez esa vkRegR;k dj yh,He committed suicide at the age of forty
ws2274,";g ,d yach xehZ Fkh",It was a long hot summer
ws2275,lw;Z iwoZ esa mxrk gS vkSj if'pe esa vLr gksrk gSA,The sun rises in the east and sets in the west.
ws2276,gesa bZa/ku dh Hkjiwj vkiwfrZ Fkh,We had a plentiful supply of fuel
ws2277,"vc vkidks vius ekrk&firk dk leFkZu djuk pkfg,",Now you should support your parents
ws2278,og Vhe ds lcls eq[kj leFkZd Fks,He was the most vociferous supporter of the team
ws2279,eq>s yxrk gS fd eSa yxHkx lk<+s X;kjg cts ogk¡ igq¡p x;k,I suppose I got there about half past eleven
ws2280,eq>s ;dhu gS fd eSaus og Mªsl igys Hkh ns[kh gS,I'M sure I've seen that dress before
ws2281,"vxj mlus psrkouh ugha nh] rks og fuf'pr :i ls ej tk,xk","If he did not heed the warning, he would surely die"
ws2282,rkacs dh [knkuksa esa lrg ds Jfed,Surface workers at the copper mines
ws2283,"?kks""k.kk iwjh rjg ls vk'p;Zpfdr djus okyh Fkh",The announcement was a complete surprise
ws2284,gksVy vius ckxkuksa ls f?kjk gqvk gS,The hotel is surrounded by its own gardens
ws2285,"muds dke dk ,d laf{kIr losZ{k.k",A brief survey of his work
ws2286,thfor jgus dh laHkkouk cgqr de Fkh,The animal's chances of survival were pretty low
ws2287,og fuf'pr :i ls ugha tkurh Fkh fd taxy esa dSls thfor jguk gSA,She definitely didn't know how to survive in the forest.
ws2288,;fn vkidks xSl fjlko dk lansg gS] rks fctyh ds çdk'k dks pkyw u djsa,"If you suspect a gas leak, do not turn on an electric light"
ws2289,HksnHkko ds vkjksi dk;e Fks,The allegations of discrimination were sustained
ws2290,ekfj;k us eq>s 'kiFk fnykbZ fd eSa dHkh fdlh dks ugha crkÅaxh,Maria made me swear I would never tell anyone
ws2291,eq>s feBkb;k¡ ilan gS,I like sweets
ws2292,"ge unh esa rSjus ds fy, x,",We went for a swim in the river
ws2293,"fyeksflu muds /ku vkSj vf/kdkj dk ,d vkSj çrhd Fkk",The limousine was another symbol of his wealth and authority
ws2294,"nar leL;k,a vU; chekjh dk y{k.k gks ldrh gSa",Dental problems may be a symptom of other illness
ws2295,ekulwu ls igys gh 'kgj dh fctyh O;oLFkk /oLr gks xbZA,The city's power system collapsed even before the monsoon.
ws2296,tula[;k esa o`f) gqbZ gS] tSlk fd rkfydk 1 esa fn[kk;k x;k gS,"The population has grown, as shown in table 1"
ws2297,dksp dks viuh Vhe dh j.kuhfr cnyus dh t:jr gksxh,The coach will need to change his team's tactics
ws2298,"og mldk gkFk ysus ds fy, vkxs >qdh",He leaned forward to take her hand
ws2299," 'koksa dh ,d lVhd dgkuh",An exact tale of the dead bodies
ws2300,muds ikl fdlh Hkh vU; f[kykM+h dh rqyuk esa vf/kd çfrHkk gS,He possesses more talent than any other player
