id,hi,en
wss3718,"esjk tUefnu vkt ls ,d eghus esa gSA",My birthday is one month from today.
wss3720,esjs ikik vkerkSj ij N% cts ?kj ykSVdj vkrs gSaA,My father usually comes home at six.
wss3722,"esjs ikik jkr dks [kkuk [kkus ds ckn nkSM+us x, FksA",My father went jogging after dinner.
wss3724,esjs ikik fctyh dh dEiuh esa dke djrs gSaA,My father works for a power company.
wss3726,"fdlh dks Hkh mlds funksZ""k gksus dk ;dhu ugha gSA",No one believes that he is innocent.
wss3728,gj bulku dh jk; vyx gksrh gSA,Opinions vary from person to person.
wss3730,og ges'kk viuh Vhpj dh f'kdk;r djrh gSA,She always complains of her teacher.
wss3732,mldks yxrk gS fd mldk csVk vHkh Hkh ftank gSA,She believes her son is still alive.
wss3734,"og rks ,sls ckr djrh gS tSls mls lc dqN irk gksA",She talks as if she knew everything.
wss3736,"ge ,d fnu Hkkjr dk lQj djus tk,axsA",Some day we'll take a trip to India.
wss3738,dqN yksxksa dks pk; vPNh yxrh gS] vkSj dqN yksxksa dks d‚QhA,"Some like tea, others prefer coffee."
wss3740,flrkjs fnu esa ugha fn[krs |,Stars cannot be seen in the daytime.
wss3742,eq>s ukSos eghus dk uke crkvksA,Tell me the name of the ninth month.
wss3744,og vQokg iwjh rjg ls cscqu;kn gSA,That's a completely unfounded rumor.
wss3746,fcYyh /khjs ls pwgs dh rjQ c<+hA,The cat slowly approached the mouse.
wss3748,cPpksa dh ns[kHkky vPNh rjg ls dh tkrh FkhA,The children were well looked after.
wss3750,M‚DVj us mls flxjsV u ihus dh lyg nhA,The doctor advised him not to smoke.
wss3752,"d़kuwu ds eqrkfcd lHkh euq""; leku gSaA",The law says that all men are equal.
wss3754,Iyku vc rd dke;kc jgk gSA,The plan has been successful so far.
wss3756,"foeku ,d ?kaVs esa mM+ku HkjsxkA",The plane will take off in one hour.
wss3758,gok us ifÙk;ksa dks ;gk¡&ogk¡ fc[ksj fn;kA,The wind scattered the leaves about.
wss3760,D;ksVks esa cgqr lkjs iqjkus eafnj gSaA,There are many old temples in Kyoto.
wss3762,;g Vksih ml czkÅu Mªsl ds lkFk tprh ugha gSA,This hat does match the brown dress.
wss3764,"ge bl fo""k; ij lger gSaA",We are in agreement on this subject.
wss3766,"ge unh dks rSjdj ikj dj ik,A",We managed to swim across the river.
wss3768,"geus FkksM+h nsj ds fy, ,d&nwljs ds lkFk ckr djhA",We talked to each other for a while.
wss3770,ge lc uk'rs ds le; cgqr [kq'k FksA,We were all very happy at breakfast.
wss3772,rqe d‚yst tkdj D;k djksxs\,What are you going to do in college?
wss3774,rqe vkerkSj ij jkr esa [kkuk [kkus ds ckn D;k djrs gks\,What do you usually do after dinner?
wss3776,dy dk ekSle dSlk Fkk\,What was the weather like yesterday?
wss3778,nqfu;k pk; ds fcuk D;k djsxh\,What would the world do without tea?
wss3780,rqe dkSuls twrs iguksxh\,Which shoes are you going to put on?
wss3782,eq>s vxys g¶rs ns[kus vkvksxs uk\,Won't you come and see me next week?
wss3784,vki FkksM+k /khjs cksy ldrs gSa D;k\,"Would you speak more slowly, please?"
wss3786,"rqe vPNk dke dj jgs gksA ,sls gh djrs jgksA",You are doing very well. Keep it up.
wss3788,rqeus vlyh ghjk dHkh ns[kk gh ugha gSA,You've never seen a genuine diamond.
wss3790,"oknh esa ls ,d unh cgrh gSA",A river runs down through the valley.
wss3792,xk¡o ij xgjk dksgjk Nk x;kA,A thick mist covered the countryside.
wss3794,dqjfl;k¡ dkQh gSa D;k\,Are there enough chairs to go around?
wss3796,eq>s dHkh&dHkh viuh ukSdjh NksM+ nsus dk eu djrk gSA,At times I feel like quitting my job.
wss3798,ckS) /keZ Hkkjr esa iSnk gqvk FkkA,Buddhism had its beginnings in India.
wss3800,eD[ku vkSj iuhj nw/k ls curs gSaA,Butter and cheese are made from milk.
wss3802,eq>s 'kkL=h; laxhr lquus dk 'kkSd ugha gSA,Classical music is not my cup of tea.
wss3804,"esjs fy, ,d vkSj xje rkSfy;k yk ldrs gSa D;k\",Could you bring me another hot towel?
wss3806,D;k vkidks isV esa nnZ eglwl gks jgk gS\,Do you feel any pain in your stomach?
wss3808,"mlus vius iSj dh ,d gìh rksM+ yhA",He broke one of the bones in his leg.
wss3810,mlesa mlds firk ftruh cslczh ugha FkhA,He is less impatient than his father.
wss3812,mlus QVkQV fpëh dk tokc fn;kA,He lost no time answering the letter.
wss3814,mlus gYds ls mlds da/ks ij gkFk j[kkA,He put a hand gently on her shoulder.
wss3816,mlus dgk Fkk fd og eq>ls vxys fnu feysxkA,He said he would see me the next day.
wss3818,"og bVyh ds ,d NksVs ls xk¡o esa iSnk gqvk FkkA",He was born in a small town in Italy.
wss3820,og lM+d ds fdukjs ij [kM+k FkkA,He was standing at the street corner.
wss3822,og cM+k gksdj M‚DVj cuuk pkgrk gSA,He will be a doctor when he grows up.
wss3824,mlus vius ekFks ls ilhuk iksaNkA,He wiped the sweat from his forehead.
wss3826,og tgk¡ Hkh tkrk gS] mldk dqÙkk mlds ihNs ihNs tkrk gSA,His dog follows him wherever he goes.
wss3828,rqe bu okD;ksa dk D;k ekbZus fudkyrs gks\,How do you interpret these sentences?
wss3830,eSa cM+s iSekus ij O;kikj dj jgk gw¡A,I am doing business on a large scale.
wss3832,eSa mlls igys dbZ ckj fey pqdk FkkA,I had met her many times before then.
wss3834,eSa mlls igys dbZ ckj fey pqdk FkkA,I had met him many times before then.
wss3836,"eq>s bl fo""k; ij dqN ugha dguk gSA",I have nothing to say on this matter.
wss3838,eSaus vius ikik dks Qwyksa dks ikuh Mkyus esa enn djh FkhA,I helped my father water the flowers.
wss3840,eSaus jkse tkus ds ekSdk dk Qk;nk mBk;kA,I took the opportunity to visit Rome.
wss3842,"eq>s ;g crkvks] fd V‚e ,slk dj D;ksa jgk gSA",I want to know why Tom is doing this.
wss3844,eSa ml xkM+h dh jQrkj ns[kdj gSjku jg x;kA,I was amazed at the speed of the car.
wss3846,eq>s Mj Fkk fd rqe eq>s NksM+ nksxsA,I was scared that you might leave me.
wss3848,"vkadjst gksrs gq, eSa ;qjksi x;kA",I went to Europe by way of Anchorage.
wss3850,"eSa viuh dekbZ ls larq""V gw¡A",I'm satisfied with my current income.
wss3852,"ekQ dhft,xk] ij eSa vkidks Bhd ls lqu ugha ik jgk gw¡A","I'm sorry, but I can't hear you well."
wss3854,esjh ihB esa FkksM+k nnZ gks jgk gSA,I've got a bit of an ache in my back.
wss3856,"esjk ,d HkkbZ vkSj nks cgusa gSaA",I've got one brother and two sisters.
wss3858,"lkspks fd rqEgkjs ikl ,d Vkbe e'khu gSA",Imagine that you have a time machine.
wss3860,mu fnuksa esa eSa,"In those days, I went to bed earlier."
wss3862,rqEgkjh ckjh gSA bl rjQ vkvksA,It's your turn. Please come this way.
wss3864,mlus eq>ls mldh vlH;rk ds ckjs esa f'kd़k;r djhA,She complained to me of his rudeness.
wss3866,"mlus gekjs fy, cgqr gh 'kkunkj Hkkstu rS;kj fd;kA",She prepared a wonderful meal for us.
wss3868,og lksuk dk cgkuk dj jgh FkhA,She was only pretending to be asleep.
wss3870,og igyh ckj iSfjl xbZ FkhA,She went to Paris for the first time.
wss3872,yky Nr okyk og V‚e dk ?kj gSA,That's Tom's house with the red roof.
wss3874,"og rqEgkjs lj ds fy, cgqr NksVk gSA",That's too small to fit on your head.
wss3876,jsyxkM+h esa ƒ‡ MCcs gSaA,The train is made up of fifteen cars.
wss3878,bl lky cgqr ckfj'k iM+h gSA,There's been a lot of rain this year.
wss3880,"mUgksaus [k़tkuk <w¡<us ds fy, ;gk¡&ogk¡ [kksnkA",They dug here and there for treasure.
wss3882,"ck,a eqM+ks vkSj rqEgsa ,d dSQs feysxkA",Turn left and you will find the cafe.
wss3884,"ge lc rqEgkjs LokLF; ds fy, cgqr fpafrr gSaA",We are all anxious about your health.
wss3886,ge mlds ?kj ds lkeus feysaxsA,We are to meet in front of his house.
wss3888,rqEgkjs fnekx esa ;g ckr dSls vkbZ\,What put such an idea into your head?
wss3890,fMuj fdlds lkFk djksxs\,Who are you going to eat dinner with?
wss3892,rqe ;gk¡ ls iwjk 'kgj ns[k ldrs gksA,You can see the whole city from here.
wss3894,"rqEgs ehfVax esa vkuk pkfg, FkkA",You should have attended the meeting.
wss3896,rqEgkjh csVh vc cPph ugha gSA,Your daughter is not a child anymore.
wss3898,"eq>s dy lksrs le; fnekx esa ,d vPNk vk;fM;k vk;kA",A good idea occurred to me last night.
wss3900,vkf[kjdkj ges lPpkbZ dk irk py x;kA,"At last, the truth became known to us."
wss3902,"mlus eq>ls ,d ,glku ek¡xkA",He asked me if I could do him a favor.
wss3904,og vius lkjs ?kjokyksa dh udy mrkj ldrk gSA,He can imitate the rest of the family.
wss3906,og t:jr ls t~;knk iSls dekrk gSA,He earns more money than he can spend.
wss3908,mldks mlds tqeZ ij fcydqy Hkh iNrkok ugha FkkA,He exhibited no remorse for his crime.
wss3910,mlus vius cPpksa dks vPNh f'k{kk nhA,He gave his children a good education.
wss3912,mlus eq>s mldh xkM+h ugha pykus nhA,He wouldn't allow me to drive his car.
wss3914,mldh ukdke;kch ls esjk dksbZ ysuk&nsuk ugha gSA,His failure has nothing to do with me.
wss3916,dEiuh us fdruh xkfM+;k¡ [k़jhnha gSa\,How many cars has that company bought?
wss3918,tgkt esa fdrus yksx gSa\,How many people are on board the ship?
wss3920,tc eSa NksVk Fkk eSa ges'kk tYnh lksdj mBk djrk FkkA,I always got up early in my childhood.
wss3922,eSa eksgu ds lkFk xsan [ksyus tk jgk gw¡A,I am going to go play ball with Mohan.
wss3924,"eSa bl fo""k; ls ifjfpr gw¡A",I am well acquainted with the subject.
wss3926,eq>s ekywe ugha dy ckfj'k gksxh ;k ughaA,I don't know if it will rain tomorrow.
wss3928,eq>s bl rjg dk lksQk ugha [kjhnuk gSA,I don't want to buy this kind of sofa.
wss3930,eq>s mlds c;ku dh lPpkbZ ij 'kd़ gSA,I doubt the veracity of his statement.
wss3932,eSaus mls igys dHkh ugha ns[kk FkkA,I had never seen her before that time.
wss3934,"esjs tku&igpku dh ,d yM+dh dks ;qfulk;dy pykuk vkrk gSA",I know a girl who can ride a unicycle.
wss3936,"eq>s mldk irk irk gS] ij og ,d jkt gSA","I know his address, but it's a secret."
wss3938,eq>s ml ?kj dks u [kjhnus dk iNrkok gks jgk gSA,I regret not having bought that house.
wss3940,eSa rqEgsa rqEgkjs gkseodZ ds lkFk enn djuk pkgrk gw¡A,I want to help you with your homework.
wss3942,"eSa ;gk¡ rhu eghuksa ds fy, jgw¡xkA",I'll be staying here for three months.
wss3944,"eq>s ;dhu gS fd og tYn gh okil vk tk,xhA",I'm sure that she will come back soon.
wss3946,eSaus [kqn ls fxVkj ctkuk lh[k fy;k gSA,I've taught myself to play the guitar.
wss3948,"rqEgkjs fy, M‚DVj dks ns[kus tkuk t:jh gSA",It is necessary that you see a doctor.
wss3950,"gekjh fiNyh eqykdkr ls vc nl lky gks x, gSaA",It's been ten years since we last met.
wss3952,vius Nkrs dks lkeus okys }kj NksM+ nksA,Leave your umbrella at the front door.
wss3954, 'kCndks'k esa ml okD;ka'k dks <w¡<ksA,Look up the phrase in your dictionary.
wss3956,esjh ml le; rqEgsa <w¡< jgh FkhA,Mary was looking for you at that time.
wss3958,"ek¡ us esjs mudk etkd mM+kus ds fy, Mk¡V yxkbZA",Mom scolded me for making fun of them.
wss3960,esjh ek¡ us fcLrj ij lkQ pknj fcNkbZA,My mother put clean sheets on the bed.
wss3962,esjh cgu vius dejs dks ges'kk lkQ&lqFkjk j[krh gSA,My sister always keeps her room clean.
wss3964,esjs vady fØdsV ds 'kkSfd;k f[kykM+h gSaA,My uncle is an amateur cricket player.
wss3966,mlus vius cPpksa dks dejs esa cqyk;kA,She called her children into the room.
wss3968,og dy jkr vkjke ls py clhaA,She passed away peacefully last night.
wss3970,mlus eq>ls dgk fd mls dqÙkk ikyus dk eu FkkA,She told me that she wanted a pet dog.
wss3972,mldh nknh us mls iky&iksl dj cM+k fd;k FkkA,She was brought up by her grandmother.
wss3974,"og eq>kZbZ gqbZ ifÙk;ksa dks fxjrs gq, ns[k jgh FkhA",She was watching the dead leaves fall.
wss3976,"og nks lkyksa esa M‚DVj cu tk,xhA",She will become a doctor in two years.
wss3978,og chekjh dh otg ls ckgj ugha tk ldkA,Sickness prevented him from going out.
wss3980,pkgs lquus esa ftruk Hkh vthc yxs] ;g lp gSA,"Strange as it may sound, this is true."
wss3982,;g okbZu p[kdj ns[kks rqEgsa vPNh yxrh gS fd ughaA,Taste this wine to see if you like it.
wss3984,"og tgk¡ Hkh tk,] og dqÙkk mlds ihNs&ihNs tkrk FkkA",The dog followed him wherever he went.
wss3986,og [kkuk u rks vkneh u tkuoj dks f[kykus yk;d FkkA,The food was not fit for man or beast.
wss3988,iqfyl us lM+d ij igjk yxk fn;k FkkA,The police were patrolling the street.
wss3990,vkt Vªsu nl feuV ysV gSA,The train is ten minutes behind today.
wss3992,eqf'dy ;g gS fd muds ikl le; ugha gSA,The trouble is that they have no time.
wss3994, 'kd dh dksbZ xqatkbZ'k ugha jgh gSA,There is no longer any room for doubt.
wss3996,mldks eukus dh dksf'k'k djus esa dksbZ Qk;nk ugha gSA,There's no use trying to persuade him.
wss3998,"mUgksaus us eq>ls VwVh gqbZ f[kM+dh ds fy, iSls ek¡xsA",They charged me for the broken window.
wss4000,"os lkjh fn'kkvksa esa QSys gq, FksA",They were scattered in all directions.
wss4002,;g diM+k cgqr js'keh gSA,This cloth is really smooth and silky.
wss4004,;g e'khu fctyh ls pyrh gSA,This machine is driven by electricity.
wss4006,;g nokbZ rqEgkjk xyk lkQ dj nsxhA,This medicine will clear up your cold.
wss4008,;g nokbZ nnZ dks nwj dj nsxhA,This medicine will take the pain away.
wss4010,"nks yM+ds dejs ls Hkkxs fudy vk,A",Two boys came running out of the room.
wss4012,gekjs ikl ?kj esa nks dejs gSa ftudk ge bLrseky ugha dj jgs gSaA,We have two unused rooms in our house.
wss4014,geus fiad jax okys dk v‚MZj fd;k Fkk ij ges uhys jax okyk feykA,"We ordered pink, but we received blue."
wss4016,"geus fQjls djus dh dks'kh'k dh] ij ugha dj ik,A","We tried it again, but couldn't do it."
wss4018,Vhoh dk fjeksV dgk¡ gS\,Where's the remote control for the TV?
wss4020,rqeus viuh deht myVh iguh gqbZ gSA,You are wearing your shirt inside out.
wss4022,rqEgsa vkleku esa cgqr lkjs flrkjs fn[kkbZ nsaxsA,You can see a lot of stars in the sky.
wss4024,"rqEgs vius le; dk Bhd ls bLrseky djuk pkfg,A",You should make good use of your time.
wss4026,"vki dgk¡ jgrs gSa\ ""eSa VksD;ks esa jgrk gw¡""","Where do you live? ""I live in Tokyo."""
wss4028,ikik dHkh&dHkh eq>s n¶rj ys tk;k djrs FksA,Father sometimes took me to his office.
wss4030,og xehZ dh otg ls lks ugha ik;kA,He could not sleep because of the heat.
wss4032,mlus vius nQrj ds iSlksa dks xcu fd;kA,He embezzled the money from his office.
wss4034,mlds ikl dqN Hkh dgus dks ugha Fkk] rks og pyk x;kA,"He had nothing to say, so he went away."
wss4036,og vius deZpkfj;ksa ds lkFk vPNs ls fuHkrk gSA,He is getting along with his employees.
wss4038,mlus viuh xkM+h fcuk fgpfdpkgV gs csp nhA,He sold his own car without hesitation.
wss4040,og eq>s Hkkjr ds ckjs esa dgkfu;k¡ lquk;k djrk FkkA,He used to tell me stories about India.
wss4042,mldh ek¡ [kkuk cukus esa yxh gqbZ FkhA,Her mother was busy cooking the dinner.
wss4044,og cl fnu esa fdruh ckj pyrh gS\,How many times a day does that bus run?
wss4046,bl Mªsl dks fdruh tYnh rS;kj dj ldrs gks\,How soon can you have this dress ready?
wss4048,eq>s rqEgkjs csxqukg gksus ij iwjk ;dhu gSA,I am fully convinced of your innocence.
wss4050,eq>s vezhdh lkfgR; esa fnypLih gSA,I am interested in American literature.
wss4052,"eSa vkidh enn ds fy, cgqr vkHkkjh gw¡A",I am much obliged to you for your help.
wss4054,eSaus NksVh mez ls gh xkuk xkuk 'kq: dj fn;k FkkA,I began to sing when I was a youngster.
wss4056,eSa bl 'kksj dks vkSj cnkZ'r ugha dj ldrhA,I can't put up with this noise anymore.
wss4058,eq>s dSafp;ksa ds vykok vkSj dqN ugha feykA,I found nothing but a pair of scissors.
wss4060,"eSa tkurk gw¡ fd ;g lc ,d [ksy gSA",I know that all of this is just a game.
wss4062,esjh mlds lkFk igyh eqykdkr yanu esa gqbZ FkhA,I met her in London for the first time.
wss4064,eq>s vkt FkksM+k tYnh ?kj tkuk gSA,I need to go home a little early today.
wss4066,eSa lkjs lokyksa dk tokc ns ik;k FkkA,I was able to answer all the questions.
wss4068,fQj eSa mlls mlds ckjs esa dy iwNw¡xkA,"I will ask him about it tomorrow, then."
wss4070,eSa irk yxkÅ¡xk fd ;g fnokbZ dSls dke djrh gSA,I will find out how the medicine works.
wss4072,eSa viuk dtZ tYn&ls&tYn pqdrkÅ¡xkA,I will pay my debt as soon as possible.
wss4074,eSa mlls dy nksigj dks feyuk pkgrk gw¡A,I'd like to see him tomorrow afternoon.
wss4076,eSa vxys g¶rs VksD;ks esa gw¡xk dke ijA,I'll be in Tokyo on business next week.
wss4078,"vxj vkids ikl le; gks rks gels feyus vkbZ,xkA","If you have time, please drop in on us."
wss4080,"og nks g¶rksa esa vius&vki pyk tk,xkA",It will go away by itself in two weeks.
wss4082,"ek¡ us mlds fy, ,d lqUnj lh xqfM+;k [kjhnhA",Mother bought a beautiful doll for her.
wss4084,esjs firk esjs fons'k tkus ls jkth FksA,My father consented to my going abroad.
wss4086,esjh ek¡ dks vDlj fljnnZ gksrk gSA,My mother often suffers from headaches.
wss4088,vc rks mls dksbZ peRdkj gh cpk ldrk gSA,Nothing but a miracle can save her now.
wss4090,"vkt ls nks g¶rksa ds ckn fQjls vkbZ,xkA",Please come again two weeks from today.
wss4092,og Hkkjr ds fdlh xk¡o esa jg jgh gSA,She is living in some village in India.
wss4094,og eq>s mldh ek¡ dh ;kn fnykrh gSA,She reminds me very much of her mother.
wss4096,"mlus vius vki ls dgk: ""eSa cgqr [kq'k gw¡""","She said to herself, ""I am very happy."""
wss4098,cksyus vkSj djus esa QdZ gksrk gSA,"Talking is one thing, doing is another."
wss4100,;g egk'k; cgqr tkus&ekus fi;kfuLV gSaA,The gentleman is a very famous pianist.
wss4102,cfÙk;k¡ iwjh jkr ls ty jgha gSaA,The lights have been burning all night.
wss4104,"og vQokg ,dne >wBh fudyhA",The rumor proved to be an absolute lie.
wss4106,mldh xky ij tks pksV dk fu'kku gS og vc cgqr gYdk gks x;k gSA,The scar on his cheek hardly shows now.
wss4108,"bu nks Hkk""kkvksa esa cgqr lkjh lekurk,a gSaA",The two languages have a lot in common.
wss4110,dke dy rd [kre gksuk gksxkA,The work must be completed by tomorrow.
wss4112,"mUgsa ,d&nwljs ls I;kj gks tk,xkA",They will fall in love with each other.
wss4114,"ges i;kZoj.k dh j{kk djus dh dksf'k'k djuh pkfg,A",We must try to protect the environment.
wss4116,"dukMk esa dkSulh Hkk""kk,a cksyh tkrh gSa\",What languages do they speak in Canada?
wss4118,bu nksuks esa ls t~;knk egaxk dkSulk gS\,Which is the more expensive of the two?
wss4120,bl rjg dh vke dgkor dks dkSu ugha tkurk\,Who doesn't know such a simple proverb?
wss4122,deZpkfj;ksa dks vius cky NksVs dVkus gksrs gSaA,Workers must have their hair cut short.
wss4124,vkokt FkksM+h /kheh dj ldrs gks D;k\,Would you mind turning down the volume?
wss4126,rqEgs Dyc ds fu;eksa dk ikyu djuk gksxkA,You must observe the rules of the club.
wss4128,rqEgkjh tqjZr dSls gqbZ ;g cksyus dh\!,You've got a nerve to say such a thing!
wss4130,rqEgkjs bxtSe ds fjtYV cgqr vPNs gSaA,Your examination results are excellent.
wss4132,rqEgs cl mldh lykg ds eqrkfcd dke djuk gksxkA,All you have to do is follow his advice.
wss4134,Hkkjr esa dbZ yksx xk; dks iwT; ekurs gSaA,Cows are sacred to many people in India.
wss4136,og ml njokts ls /khjs ls dejs esa ?kqlkA,He entered the room slowly by that door.
wss4138,"mls cgqr lkjs d""V lgus iM+s FksA",He had to go through a lot of hardships.
wss4140,mls vius lkeku dh dhersa de djuha iM+haA,He had to reduce the price of his wares.
wss4142,mlus eq>s viuh 'kknh esa vkus dk dk U;ksrk fn;k gSA,He has invited me to attend his wedding.
wss4144,og ges'kk vius c‚l dh f'kdk;r djrk jgrk gSA,He is always complaining about his boss.
wss4146,"og ,d egku dfo gh ugha cfYd ,d M‚DVj Hkh FksA",He was a great poet as well as a doctor.
wss4148,og lj ls ikao rd dhpM+ esa yrir FkkA,He was covered in mud from head to foot.
wss4150,mlds ulhc esa mlls fQjls feyuk ugha fy[kk gqvk FkkA,He was destined never to meet her again.
wss4152,og mldh dke;kch dh [kcj lqudj [kq'k FkkA,He was happy at the news of her success.
wss4154,FkksM+k vkSj ued Mky nksxs\,How about adding a little bit more salt?
wss4156,rqEgsa d‚ulVZ dh fVdVsa dSls feyha\,How did you get tickets for the concert?
wss4158,"gekjs ikl bl dke dks [kre djus ds fy, fdruk le; gS\",How much time do we have to finish this?
wss4160,"eq>s Hkjkslk gS fd og viuk oknk fuHkk,xkA",I am confident he will keep his promise.
wss4162,eq>s Bhd ls ugha irk bl 'kCn dks dSls i<+k tkrk gSA,I am not sure how to pronounce the word.
wss4164,eSa mlds vD[kM+iu vc vkSj cnkZ'r ugha dj ldrkA,I cannot stand his arrogance any longer.
wss4166,"eq>s ugha irk esjs ikl ;g djus ds fy, le; gksxk fd ughaA",I don't know if I'll have time to do it.
wss4168,eSa iwjh lqcg ls fpfë;k¡ fy[k jgk gw¡A,I have been writing letters all morning.
wss4170,eSaus Qfj'rksa dks ns[kk gS] muls ckrphr Hkh dh gSA,I have seen angels and talked with them.
wss4172,eSa fujk'k Fkk fd rqeus Qksu ugha fd;kA,I was disappointed that you didn't call.
wss4174,"dk'k esjs ikl vkSj le; gksrk rqEgkjs lkFk ckr djus ds fy,A",I wish I had more time to talk with you.
wss4176,eq>s ckgj tkus ls ?kj esa jguk ilan gSA,I would rather stay at home than go out.
wss4178,eSa eaxyokj ds vkus ls igys rqels [kcj lquus dh mEehn j[kw¡xkA,I'll expect to hear from you by Tuesday.
wss4180,"eSa rqEgsa ,d&nks fnu esa tokc nw¡xkA",I'll give you an answer in a day or two.
wss4182,eq>s vius firk dh xjhch ij 'keZ ugha vkrh gSA,I'm not ashamed of my father being poor.
wss4184,eSa mls igpkurk gw¡ ij eSa mlls dHkh feyk ugha gw¡A,"I've never met her, but I recognize her."
wss4186,eSa mls igpkurk gw¡ ij eSa mlls dHkh feyk ugha gw¡A,"I've never met him, but I recognize him."
wss4188,Vªsu ds vkus dk le; yxHkx vk x;k gSA,It's about time for the train to arrive.
wss4190,"fnu <y jgk gSA rqEgs ?kj tkuk pkfg,A",It's getting dark. You'd better go home.
wss4192,"xk¡o esa lh/ks tkrs jfg,A",Keep going straight through the village.
wss4194,"eEeh vkSj eSa fdlh Hkh igyw esa ,d&leku ugha gSaA",Mother and I are different in every way.
wss4196,dksbZ ugha crk ldk mldk og dgus ls eryc D;k FkkA,Nobody could tell what he meant by that.
wss4198,"foKku rc 'kq: gksrk gS tc rqe ""D;ksa"" vkSj ""dSls"" iwNrs gksA",Science begins when you ask why and how.
wss4200,"mldh vius igys ifr ls ,d yM+dh FkhA",She had a daughter by her first husband.
wss4202,mls Vhoh ij Vsful ns[kuk cgqr ilan gSA,She loves watching tennis matches on TV.
wss4204,mls 'kk;n viuh ukSdjh vxys eghus NksM+uh iM+sxhA,She may have to quit her job next month.
wss4206,",slh pht gj dgha ugha feyrh gSA",Such a thing cannot be found everywhere.
wss4208,tqdke gks rks ;g nokbZ ys ysukA,Take this medicine when you have a cold.
wss4210,eq>s crkvks rqe fdl pht dh vk'kk dj jgs gksA,Tell me what you are looking forward to.
wss4212,"u, fczt dks bUæ/kuq""k fczt dk uke fn;k x;kA",The new bridge was named Rainbow Bridge.
wss4214,iqfyl vQlj us pksj dks fgjklr esa ysfy;kA,The police officer arrested the burglar.
wss4216,;g dejk dkQh nsj ls [kkyh jgk gSA,The room has been empty for a long time.
wss4218,E;qft;e esa ftUnk tkuoj ugha gSaA,There are no live animals in the museum.
wss4220,"fcxM+s gq, cPpksa dks [kq'k ugha dj ldrsA",There is no satisfying spoiled children.
wss4222,";gk¡ ,d cM+k rkykc gqvk djrk FkkA",There used to be a big pond around here.
wss4224,eq>s rqels fdlh ckjs esa ckr djuh gSA,There's something we need to talk about.
wss4226,mudks nwj ls canwd dh vkokt lqukbZ nhA,They heard a gun go off in the distance.
wss4228,"dy rhu vkneh tsy ls Hkkx x,A",Three men broke out of prison yesterday.
wss4230,"geus ,d lkFk fQYe ns[kh vkSj [kkuk [kk;kA",We saw the film and had dinner together.
wss4232,"ges ,d&nwljs dks le>us dh dksf'k'k djuh pkfg,A",We should try to understand one another.
wss4234,rqEgs nksigj esa D;k djus dk eu gS\,What do you want to do in the afternoon?
wss4236,rqEgkjh ?kM+h vc D;k le; crk jgh gS\,What time does your watch say it is now?
wss4238,vki FkksM+k vkxs f[kld ldrs gSa D;k\,"Would you just move along a bit, please?"
wss4240,vxj rqe dkuwu rksM+ksxs rks rqEgs ltk feysxhA,You'll be punished if you break the law.
wss4242,dksbZ Hkh lq'khy bulku lM+d ij Fkwdsxk ughaA,A gentleman would not spit on the street.
wss4244,"ikS/ks ckfj'k ds fcuk ej x,A",Absence of rain caused the plants to die.
wss4246,"tax dh otg ls cgqr lkjs yksx ej x,A","As a result of the war, many people died."
wss4248,D;k rqe ml vkneh dks mldh rLohj ls igpku ldrs gks\,Can you identify the man in this picture?
wss4250,rqEgsa vkt lqcg HkwdEi eglwl gqvk D;k\,Did you feel the earthquake this morning?
wss4252,vxj yEch ftUnxh thuk pkgrs gks rks flxjsV ihuk NksM+ nksA,Give up smoking if you want to live long.
wss4254,"eSaus mls igys ns[kk gqvk Fkk] blfy, eSaus mls igpku fy;kA","Having seen him before, I recognized him."
wss4256,og chekjh dh otg ls ugha vk ldkA,He could not come because of his illness.
wss4258,mlus pquko esa vius fojks/kh dks gjk fn;kA,He defeated his opponent in the election.
wss4260,og gekjh mEehnksa dks iwjk ugha dj ik;kA,He failed to come up to our expectations.
wss4262,mlus diM+s mrkjs fcuk gh ikuh esa Nyk¡x yxknhA,He jumped into the water clothes and all.
wss4264,mlus mudks dSfn;ksa dks NksM+us dk vkns'k fn;kA,He ordered them to release the prisoners.
wss4266,og can njokts dks [kksy ugha ik;kA,He tried in vain to open the locked door.
wss4268,eSa eqlhcr ds le; esa ges'kk mlij Hkjkslk djrh gw¡A,I always rely on him in times of trouble.
wss4270,eq>s iwjk fo'okl gS fd mlus dksbZ Hkh xyr dke ugha fd;kA,I am convinced that he did nothing wrong.
wss4272,"eSa viuh eEeh ds fy, rksºQk <w¡< jgk gw¡A",I am looking for a present for my mother.
wss4274,esjk vkt vaxzsth i<+us dk eu ugha gSA,I don't feel like studying English today.
wss4276,eq>s ugha yxrk dy ckfj'k gksxhA,I don't think that it will rain tomorrow.
wss4278,"esjs ikl rqEgkjh dke esa enn djus ds fy, le; ugha gSA",I have no time to help you with the work.
wss4280,"eSaus fdlh dks ihNs ls esjs uke iqdkjrs gq, lqukA",I heard someone call my name from behind.
wss4282,eSaus [ksy dks 'kq: ls var rd ns[kkA,I watched the game from beginning to end.
wss4284,eSa vkids vPNsiu dks dHkh ugha Hkwyw¡xkA,I'll never forget how kind you have been.
wss4286,eSa vkt dqN lkeku [k़jhnus tkÅ¡xhA,I'm going to go buy some materials today.
wss4288,eq>s vkils feydj cgqr [kq'kh gqbZA,I'm very happy to make your acquaintance.
